ReviewID	Word	Polarity
review_7	?	other
review_7	December	other
review_7	2	other
review_7	,	other
review_7	2005	other
review_7	I	other
review_7	.	other
review_7	J	other
review_7	Zelo	other
review_7	Seattle	other
review_7	,	other
review_7	WA	other
review_7	Good	other
review_7	black	other
review_7	tea	other
review_7	is	other
review_7	not	other
review_7	hard	other
review_7	to	other
review_7	find	other
review_7	-	other
review_7	just	other
review_7	hard	other
review_7	to	other
review_7	find	other
review_7	in	other
review_7	your	other
review_7	grocery	other
review_7	store	other
review_7	.	other
review_7	The	negative
review_7	honest	negative
review_7	truth	negative
review_7	is	negative
review_7	that	negative
review_7	Tazo	negative
review_7	really	negative
review_7	does	negative
review_7	not	negative
review_7	make	negative
review_7	many	negative
review_7	,	negative
review_7	if	negative
review_7	any	negative
review_7	really	negative
review_7	good	negative
review_7	teas	negative
review_7	.	negative
review_7	This	negative
review_7	,	negative
review_7	in	negative
review_7	particular	negative
review_7	,	negative
review_7	is	negative
review_7	one	negative
review_7	of	negative
review_7	their	negative
review_7	worst	negative
review_7	.	negative
review_7	It	negative
review_7	is	negative
review_7	bitter	negative
review_7	and	negative
review_7	leaves	negative
review_7	a	negative
review_7	bad	negative
review_7	taste	negative
review_7	in	negative
review_7	your	negative
review_7	mouth	negative
review_7	immediately	negative
review_7	.	negative
review_7	Every	other
review_7	time	other
review_7	i	other
review_7	get	other
review_7	stuck	other
review_7	in	other
review_7	a	other
review_7	starbucks	other
review_7	with	other
review_7	friends	other
review_7	i	other
review_7	am	other
review_7	faced	other
review_7	with	other
review_7	the	other
review_7	choice	other
review_7	-	other
review_7	tea	other
review_7	,	other
review_7	chai	other
review_7	or	other
review_7	steamed	other
review_7	milk	other
review_7	.	other
review_7	Every	negative
review_7	time	negative
review_7	i	negative
review_7	cave	negative
review_7	in	negative
review_7	and	negative
review_7	give	negative
review_7	Tazo	negative
review_7	another	negative
review_7	chance	negative
review_7	it	negative
review_7	disappoints	negative
review_7	me	negative
review_7	.	negative
review_7	If	negative
review_7	you	negative
review_7	want	negative
review_7	a	negative
review_7	good	negative
review_7	black	negative
review_7	tea	negative
review_7	look	negative
review_7	for	negative
review_7	a	negative
review_7	local	negative
review_7	tea	negative
review_7	shop	negative
review_7	and	negative
review_7	let	negative
review_7	them	negative
review_7	brew	negative
review_7	you	negative
review_7	a	negative
review_7	few	negative
review_7	cups	negative
review_7	.	negative
review_7	Try	positive_other_product
review_7	a	positive_other_product
review_7	keemun	positive_other_product
review_7	,	positive_other_product
review_7	a	positive_other_product
review_7	lapsang	positive_other_product
review_7	and	positive_other_product
review_7	maybe	positive_other_product
review_7	golden	positive_other_product
review_7	dianhong	positive_other_product
review_7	and	positive_other_product
review_7	see	positive_other_product
review_7	how	positive_other_product
review_7	it	positive_other_product
review_7	goes	positive_other_product
review_7	.	positive_other_product
review_7	If	positive_other_product
review_7	you	positive_other_product
review_7	really	positive_other_product
review_7	want	positive_other_product
review_7	to	positive_other_product
review_7	kick	positive_other_product
review_7	it	positive_other_product
review_7	up	positive_other_product
review_7	a	positive_other_product
review_7	notch	positive_other_product
review_7	look	positive_other_product
review_7	for	positive_other_product
review_7	a	positive_other_product
review_7	Cameroonian	positive_other_product
review_7	black	positive_other_product
review_7	.	positive_other_product
review_7	take	negative
review_7	it	negative
review_7	from	negative
review_7	someone	negative
review_7	who	negative
review_7	really	negative
review_7	loves	negative
review_7	tea	negative
review_7	,	negative
review_7	this	negative
review_7	stuff	negative
review_7	is	negative
review_7	not	negative
review_7	worth	negative
review_7	your	negative
review_7	time	negative
review_7	.	negative
review_7	and	other
review_7	when	other
review_7	you	other
review_7	get	other
review_7	good	other
review_7	tea	other
review_7	,	other
review_7	please	other
review_7	do	other
review_7	n't	other
review_7	brew	other
review_7	it	other
review_7	in	other
review_7	your	other
review_7	coffee	other
review_7	maker	other
review_16	B0006ZN538	other
review_16	:	other
review_16	great_deal	other
review_16	,	other
review_16	_	other
review_16	good_flavor	other
review_16	,	other
review_16	_	other
review_16	but_beware_celiacs	other
review_16	!	other
review_16	:	other
review_16	tonya_lee	other
review_16	B0006ZN538	other
review_16	Blanched	other
review_16	Almond	other
review_16	Meal	other
review_16	Flour	other
review_16	-	other
review_16	5	other
review_16	Pound	other
review_16	Bag	other
review_16	:	other
review_16	Gourmet	other
review_16	Food	other
review_16	gourmet	other
review_16	food	other
review_16	3	other
review_16	of	other
review_16	3	other
review_16	2.0	other
review_16	great	other
review_16	deal	other
review_16	,	other
review_16	good	other
review_16	flavor	other
review_16	,	other
review_16	but	other
review_16	BEWARE	other
review_16	CELIACS	other
review_16	!	other
review_16	February	other
review_16	3	other
review_16	,	other
review_16	2007	other
review_16	Tonya	other
review_16	Lee	other
review_16	United	other
review_16	States	other
review_16	I	other
review_16	purchased	other
review_16	this	other
review_16	flour	other
review_16	a	other
review_16	few	other
review_16	weeks	other
review_16	ago	other
review_16	and	other
review_16	just	other
review_16	baked	other
review_16	with	other
review_16	it	other
review_16	the	other
review_16	first	other
review_16	time	other
review_16	yesterday	other
review_16	.	other
review_16	I	positive
review_16	was	positive
review_16	very	positive
review_16	satisfied	positive
review_16	with	positive
review_16	the	positive
review_16	taste	positive
review_16	and	positive
review_16	texture	positive
review_16	of	positive
review_16	it	positive
review_16	.	positive
review_16	However	negative
review_16	,	negative
review_16	I	negative
review_16	can	negative
review_16	not	negative
review_16	tolerate	negative
review_16	gluten	negative
review_16	or	negative
review_16	rice	negative
review_16	and	negative
review_16	after	negative
review_16	eating	negative
review_16	some	negative
review_16	of	negative
review_16	what	negative
review_16	I	negative
review_16	had	negative
review_16	baked	negative
review_16	,	negative
review_16	I	negative
review_16	had	negative
review_16	an	negative
review_16	allergic	negative
review_16	reaction	negative
review_16	.	negative
review_16	I	negative
review_16	called	negative
review_16	the	negative
review_16	company	negative
review_16	and	negative
review_16	they	negative
review_16	could	negative
review_16	not	negative
review_16	tell	negative
review_16	me	negative
review_16	anything	negative
review_16	in	negative
review_16	regards	negative
review_16	to	negative
review_16	their	negative
review_16	mills	negative
review_16	nor	negative
review_16	if	negative
review_16	there	negative
review_16	could	negative
review_16	be	negative
review_16	any	negative
review_16	cross-contamination	negative
review_16	.	negative
review_16	The	negative
review_16	lady	negative
review_16	on	negative
review_16	the	negative
review_16	phone	negative
review_16	seemed	negative
review_16	to	negative
review_16	think	negative
review_16	that	negative
review_16	the	negative
review_16	mills	negative
review_16	are	negative
review_16	shared	negative
review_16	equipment	negative
review_16	and	negative
review_16	that	negative
review_16	no	negative
review_16	precautions	negative
review_16	are	negative
review_16	taken	negative
review_16	to	negative
review_16	avoid	negative
review_16	cross-contamination	negative
review_16	.	negative
review_16	If	positive
review_16	you	positive
review_16	`	positive
review_16	re	positive
review_16	buying	positive
review_16	it	positive
review_16	for	positive
review_16	low-carb	positive
review_16	prep	positive
review_16	only	positive
review_16	,	positive
review_16	it	positive
review_16	should	positive
review_16	be	positive
review_16	a	positive
review_16	good	positive
review_16	flour	positive
review_16	at	positive
review_16	a	positive
review_16	great	positive
review_16	deal	positive
review_16	.	positive
review_16	Please	negative
review_16	beware	negative
review_16	if	negative
review_16	you	negative
review_16	are	negative
review_16	using	negative
review_16	it	negative
review_16	to	negative
review_16	avoid	negative
review_16	gluten	negative
review_16	or	negative
review_16	other	negative
review_16	allergenic	negative
review_16	grains	negative
review_6	B000FWAWVA	other
review_6	:	other
review_6	figures_don	other
review_6	`	other
review_6	t_lie	other
review_6	,	other
review_6	_	other
review_6	but_liars_figure	other
review_6	:	other
review_6	jason_tovey	other
review_6	_	other
review_6	"	other
review_6	java_boy	other
review_6	"	other
review_6	B000FWAWVA	other
review_6	Splenda	other
review_6	No	other
review_6	Calorie	other
review_6	Sweetener	other
review_6	\*	other
review_6	New	other
review_6	Size	other
review_6	35	other
review_6	%	other
review_6	More	other
review_6	-LRB-	other
review_6	Net	other
review_6	Weight	other
review_6	1.63	other
review_6	lb	other
review_6	-RRB-	other
review_6	Granular	other
review_6	Equivalent	other
review_6	Sweetness	other
review_6	to	other
review_6	13.5	other
review_6	LBS	other
review_6	of	other
review_6	Sugar	other
review_6	\*	other
review_6	Great	other
review_6	for	other
review_6	Cooking	other
review_6	and	other
review_6	Baking	other
review_6	:	other
review_6	Gourmet	other
review_6	Food	other
review_6	gourmet	other
review_6	food	other
review_6	7	other
review_6	of	other
review_6	10	other
review_6	2.0	other
review_6	Figures	other
review_6	Do	other
review_6	n't	other
review_6	Lie	other
review_6	,	other
review_6	But	other
review_6	Liars	other
review_6	Figure	other
review_6	July	other
review_6	6	other
review_6	,	other
review_6	2006	other
review_6	Jason	other
review_6	Tovey	other
review_6	"	other
review_6	Java	other
review_6	Boy	other
review_6	"	other
review_6	Gainesville	other
review_6	,	other
review_6	FL	other
review_6	USA	other
review_6	Do	other
review_6	n't	other
review_6	get	other
review_6	me	other
review_6	wrong	other
review_6	--	other
review_6	I	other
review_6	'm	other
review_6	not	other
review_6	some	other
review_6	nut	other
review_6	job	other
review_6	who	other
review_6	thinks	other
review_6	this	other
review_6	stuff	other
review_6	will	other
review_6	give	other
review_6	you	other
review_6	cancer	other
review_6	due	other
review_6	to	other
review_6	lack	other
review_6	of	other
review_6	testing	other
review_6	.	other
review_6	I	negative
review_6	'm	negative
review_6	just	negative
review_6	really	negative
review_6	miffed	negative
review_6	at	negative
review_6	the	negative
review_6	fact	negative
review_6	that	negative
review_6	Splenda	negative
review_6	has	negative
review_6	plenty	negative
review_6	of	negative
review_6	carbohydrates	negative
review_6	in	negative
review_6	it	negative
review_6	--	negative
review_6	24	negative
review_6	grams	negative
review_6	per	negative
review_6	cup	negative
review_6	!	negative
review_6	!	negative
review_6	They	negative
review_6	get	negative
review_6	away	negative
review_6	with	negative
review_6	this	negative
review_6	by	negative
review_6	setting	negative
review_6	their	negative
review_6	serving	negative
review_6	size	negative
review_6	to	negative
review_6	1	negative
review_6	tsp	negative
review_6	,	negative
review_6	which	negative
review_6	is	negative
review_6	0.5	negative
review_6	g	negative
review_6	.	negative
review_6	Would	negative
review_6	you	negative
review_6	believe	negative
review_6	that	negative
review_6	in	negative
review_6	0.5	negative
review_6	g	negative
review_6	of	negative
review_6	product	negative
review_6	there	negative
review_6	is	negative
review_6	less	negative
review_6	than	negative
review_6	one	negative
review_6	gram	negative
review_6	of	negative
review_6	carbohydrate	negative
review_6	!	negative
review_6	?	negative
review_6	No	negative
review_6	way	negative
review_6	!	negative
review_6	!	negative
review_6	The	other
review_6	sweetener	other
review_6	sucralose	other
review_6	is	other
review_6	not	other
review_6	a	other
review_6	carbohydrate	other
review_6	,	other
review_6	but	negative
review_6	since	negative
review_6	it	negative
review_6	's	negative
review_6	600x	negative
review_6	as	negative
review_6	sweet	negative
review_6	as	negative
review_6	sugar	negative
review_6	,	negative
review_6	they	negative
review_6	need	negative
review_6	to	negative
review_6	bulk	negative
review_6	it	negative
review_6	up	negative
review_6	to	negative
review_6	make	negative
review_6	it	negative
review_6	measure	negative
review_6	like	negative
review_6	sugar	negative
review_6	.	negative
review_6	But	negative
review_6	all	negative
review_6	the	negative
review_6	maltodextrin	negative
review_6	they	negative
review_6	use	negative
review_6	for	negative
review_6	filler	negative
review_6	is	negative
review_6	carbohydrates	negative
review_6	.	negative
review_6	This	negative
review_6	could	negative
review_6	really	negative
review_6	screw	negative
review_6	up	negative
review_6	somebody	negative
review_6	on	negative
review_6	Atkins	negative
review_6	'	negative
review_6	Induction	negative
review_6	phase	negative
review_6	.	negative
review_6	For	other
review_6	example	other
review_6	,	other
review_6	the	other
review_6	day	other
review_6	before	other
review_6	I	other
review_6	learned	other
review_6	this	other
review_6	,	other
review_6	I	other
review_6	made	other
review_6	some	other
review_6	Kool-Aid	other
review_6	with	other
review_6	Splenda	other
review_6	.	other
review_6	I	negative
review_6	did	negative
review_6	n't	negative
review_6	know	negative
review_6	that	negative
review_6	in	negative
review_6	2	negative
review_6	quarts	negative
review_6	I	negative
review_6	was	negative
review_6	drinking	negative
review_6	down	negative
review_6	24	negative
review_6	carbs	negative
review_6	!	negative
review_6	What	other
review_6	to	other
review_6	do	other
review_6	?	other
review_6	Find	other
review_6	somebody	other
review_6	online	other
review_6	who	other
review_6	sells	other
review_6	liquid	other
review_6	sucralose	other
review_6	.	other
review_6	They	positive_other_product
review_6	use	positive_other_product
review_6	water	positive_other_product
review_6	as	positive_other_product
review_6	the	positive_other_product
review_6	filler	positive_other_product
review_6	,	positive_other_product
review_6	it	positive_other_product
review_6	's	positive_other_product
review_6	super-concentrated	positive_other_product
review_6	still	positive_other_product
review_6	,	positive_other_product
review_6	and	positive_other_product
review_6	it	positive_other_product
review_6	truly	positive_other_product
review_6	has	positive_other_product
review_6	0	positive_other_product
review_6	carbs	positive_other_product
review_6	.	positive_other_product
review_6	I	other
review_6	look	other
review_6	forward	other
review_6	to	other
review_6	the	other
review_6	day	other
review_6	when	other
review_6	McNeil	other
review_6	Nutritionals	other
review_6	meets	other
review_6	the	other
review_6	demand	other
review_6	for	other
review_6	ZERO-carb	other
review_6	Splenda	other
review_6	.	other
review_6	-LRB-	other
review_6	That	other
review_6	's	other
review_6	0.0	other
review_6	g	other
review_6	,	other
review_6	not	other
review_6	0.49	other
review_6	g	other
review_6	!	other
review_15	B000AQJRWG	other
review_15	:	other
review_15	worst_tofu_product_ever	other
review_15	:	other
review_15	sarah_m	other
review_15	.	other
review_15	360245	other
review_15	B000AQJRWG	other
review_15	House	other
review_15	Foods	other
review_15	America	other
review_15	Corporation	other
review_15	Tofu	other
review_15	Shirataki	other
review_15	,	other
review_15	Noodle	other
review_15	Shaped	other
review_15	Tofu	other
review_15	,	other
review_15	8.00	other
review_15	oz	other
review_15	:	other
review_15	Gourmet	other
review_15	Food	other
review_15	gourmet	other
review_15	food	other
review_15	gourmet	other
review_15	food	other
review_15	2	other
review_15	of	other
review_15	4	other
review_15	1.0	other
review_15	Worst	other
review_15	tofu	other
review_15	product	other
review_15	ever	other
review_15	May	other
review_15	10	other
review_15	,	other
review_15	2006	other
review_15	Sarah	other
review_15	M	other
review_15	.	other
review_15	Boston	other
review_15	,	other
review_15	MA	other
review_15	As	negative
review_15	a	negative
review_15	vegan	negative
review_15	,	negative
review_15	I	negative
review_15	have	negative
review_15	tried	negative
review_15	just	negative
review_15	about	negative
review_15	every	negative
review_15	tofu	negative
review_15	product	negative
review_15	on	negative
review_15	the	negative
review_15	market	negative
review_15	,	negative
review_15	and	negative
review_15	nothing	negative
review_15	ever	negative
review_15	came	negative
review_15	close	negative
review_15	to	negative
review_15	the	negative
review_15	terrible	negative
review_15	texture	negative
review_15	of	negative
review_15	these	negative
review_15	noodles	negative
review_15	.	negative
review_15	The	negative
review_15	smell	negative
review_15	when	negative
review_15	you	negative
review_15	opened	negative
review_15	the	negative
review_15	bag	negative
review_15	was	negative
review_15	not	negative
review_15	pleasant	negative
review_15	,	negative
review_15	but	positive
review_15	if	positive
review_15	you	positive
review_15	wash	positive
review_15	them	positive
review_15	off	positive
review_15	and	positive
review_15	parboil	positive
review_15	,	positive
review_15	that	positive
review_15	goes	positive
review_15	away	positive
review_15	,	positive
review_15	but	negative
review_15	is	negative
review_15	replaced	negative
review_15	with	negative
review_15	a	negative
review_15	slightly	negative
review_15	sweet	negative
review_15	smell	negative
review_15	that	negative
review_15	I	negative
review_15	disliked	negative
review_15	almost	negative
review_15	as	negative
review_15	much	negative
review_15	.	negative
review_15	But	positive
review_15	I	positive
review_15	kept	positive
review_15	an	positive
review_15	open	positive
review_15	mind	positive
review_15	,	positive
review_15	cooked	positive
review_15	the	positive
review_15	noodles	positive
review_15	for	positive
review_15	a	positive
review_15	few	positive
review_15	minutes	positive
review_15	,	positive
review_15	added	positive
review_15	my	positive
review_15	favorite	positive
review_15	sauce	positive
review_15	and	positive
review_15	fresh	positive
review_15	ground	positive
review_15	pepper	positive
review_15	with	positive
review_15	some	positive
review_15	soy	positive
review_15	cheese	positive
review_15	grated	positive
review_15	on	positive
review_15	top	positive
review_15	.	positive
review_15	Whoever	negative
review_15	said	negative
review_15	it	negative
review_15	was	negative
review_15	like	negative
review_15	eating	negative
review_15	rubber	negative
review_15	bands	negative
