ReviewID	Word	Polarity
review_19	the	positive
review_19	boom	positive
review_19	is	positive
review_19	quite	positive
review_19	secure	positive
review_19	when	positive
review_19	installed	positive
review_19	.	positive
review_19	I	positive
review_19	'd	positive
review_19	have	positive
review_19	to	positive
review_19	imagine	positive
review_19	it	positive
review_19	'd	positive
review_19	take	positive
review_19	a	positive
review_19	big	positive
review_19	hit	positive
review_19	to	positive
review_19	knock	positive
review_19	it	positive
review_19	loose	positive
review_19	once	positive
review_19	in	positive
review_19	place	positive
review_19	.	positive
review_19	Sound	positive
review_19	quality	positive
review_19	from	positive
review_19	the	positive
review_19	earbud	positive
review_19	is	positive
review_19	decent	positive
review_19	,	positive
review_19	but	negative
review_19	I	negative
review_19	feel	negative
review_19	the	negative
review_19	Earboom	negative
review_19	lacks	negative
review_19	some	negative
review_19	fidelity	negative
review_19	,	negative
review_19	especially	negative
review_19	the	negative
review_19	higher	negative
review_19	frequencies	negative
review_19	.	negative
review_19	Normally	negative
review_19	this	negative
review_19	is	negative
review_19	not	negative
review_19	a	negative
review_19	problem	negative
review_19	,	negative
review_19	but	negative
review_19	it	negative
review_19	can	negative
review_19	sometimes	negative
review_19	make	negative
review_19	the	negative
review_19	person	negative
review_19	you	negative
review_19	`	negative
review_19	re	negative
review_19	talking	negative
review_19	to	negative
review_19	sound	negative
review_19	like	negative
review_19	Isaac	negative
review_19	Hayes	negative
review_19	.	negative
review_19	The	positive
review_19	speaker	positive
review_19	is	positive
review_19	plently	positive
review_19	loud	positive
review_19	and	positive
review_19	the	positive
review_19	lack	positive
review_19	of	positive
review_19	high	positive
review_19	frequencies	positive
review_19	allows	positive
review_19	you	positive
review_19	to	positive
review_19	tune	positive
review_19	into	positive
review_19	the	positive
review_19	tonal	positive
review_19	range	positive
review_19	where	positive
review_19	us	positive
review_19	humans	positive
review_19	tend	positive
review_19	to	positive
review_19	converse	positive
review_19	,	positive
review_19	without	positive
review_19	having	positive
review_19	the	positive
review_19	voices	positive
review_19	washed	positive
review_19	over	positive
review_19	with	positive
review_19	background	positive
review_19	noise	positive
review_19	.	positive
review_19	The	positive
review_19	gels	positive
review_19	block	positive
review_19	an	positive
review_19	appropriate	positive
review_19	amount	positive
review_19	of	positive
review_19	external	positive
review_19	sounds	positive
review_19	allowing	positive
review_19	you	positive
review_19	to	positive
review_19	concentrate	positive
review_19	on	positive
review_19	the	positive
review_19	discussion	positive
review_19	at	positive
review_19	hand	positive
review_19	without	positive
review_19	impeding	positive
review_19	your	positive
review_19	ability	positive
review_19	to	positive
review_19	hear	positive
review_19	say	positive
review_19	an	positive
review_19	ambulance	positive
review_19	while	positive
review_19	driving	positive
review_19	.	positive
review_19	There	positive
review_19	is	positive
review_19	a	positive
review_19	small	positive
review_19	slot	positive
review_19	on	positive
review_19	the	positive
review_19	gels	positive
review_19	that	positive
review_19	funnels	positive
review_19	some	positive
review_19	external	positive
review_19	noise	positive
review_19	to	positive
review_19	your	positive
review_19	drum	positive
review_19	,	positive
review_19	while	positive
review_19	the	positive
review_19	rest	positive
review_19	of	positive
review_19	the	positive
review_19	gel	positive
review_19	fits	positive
review_19	snug	positive
review_19	to	positive
review_19	the	positive
review_19	ear	positive
review_19	blocking	positive
review_19	out	positive
review_19	other	positive
review_19	stray	positive
review_19	noise	positive
review_19	paths	positive
review_19	.	positive
review_19	I	positive
review_19	`	positive
review_19	ve	positive
review_19	asked	positive
review_19	people	positive
review_19	how	positive
review_19	I	positive
review_19	sound	positive
review_19	and	positive
review_19	thus	positive
review_19	far	positive
review_19	the	positive
review_19	feedback	positive
review_19	has	positive
review_19	been	positive
review_19	positive	positive
review_19	,	positive
review_19	my	positive
review_19	voice	positive
review_19	comes	positive
review_19	through	positive
review_19	loud	positive
review_19	and	positive
review_19	clear	positive
review_19	despite	negative
review_19	the	negative
review_19	boom	negative
review_19	's	negative
review_19	apparent	negative
review_19	lack	negative
review_19	of	negative
review_19	length	negative
review_19	,	other
review_19	reinforcing	positive
review_19	my	positive
review_19	belief	positive
review_19	that	positive
review_19	size	positive
review_19	DOES	positive
review_19	N'T	positive
review_19	matter	positive
review_19	.	positive
review_19	In	negative
review_19	fact	negative
review_19	,	negative
review_19	I	negative
review_19	have	negative
review_19	found	negative
review_19	the	negative
review_19	mic	negative
review_19	to	negative
review_19	be	negative
review_19	very	negative
review_19	sensitive	negative
review_19	to	negative
review_19	even	negative
review_19	small	negative
review_19	sounds	negative
review_19	.	negative
review_19	Forget	negative
review_19	talking	negative
review_19	on	negative
review_19	the	negative
review_19	phone	negative
review_19	and	negative
review_19	subtly	negative
review_19	typing	negative
review_19	on	negative
review_19	the	negative
review_19	keyboard	negative
review_19	our	negative
review_19	mouse	negative
review_19	click	negative
review_19	surfing	negative
review_19	-	negative
review_19	they	negative
review_19	`	negative
review_19	ll	negative
review_19	hear	negative
review_19	every	negative
review_19	click	negative
review_19	.	negative
review_19	Another	negative
review_19	example	negative
review_19	,	negative
review_19	I	negative
review_19	was	negative
review_19	in	negative
review_19	my	negative
review_19	house	negative
review_19	and	negative
review_19	the	negative
review_19	person	negative
review_19	on	negative
review_19	the	negative
review_19	other	negative
review_19	end	negative
review_19	could	negative
review_19	hear	negative
review_19	the	negative
review_19	kids	negative
review_19	playing	negative
review_19	in	negative
review_19	the	negative
review_19	pool	negative
review_19	40	negative
review_19	feet	negative
review_19	away	negative
review_19	with	negative
review_19	the	negative
review_19	house	negative
review_19	windows	negative
review_19	closed	negative
review_19	!	other
review_19	!	other
review_19	Yes	negative
review_19	,	negative
review_19	the	negative
review_19	mic	negative
review_19	is	negative
review_19	that	negative
review_19	sensitive	negative
review_19	.	negative
review_19	Even	negative
review_19	while	negative
review_19	driving	negative
review_19	they	negative
review_19	could	negative
review_19	hear	negative
review_19	when	negative
review_19	I	negative
review_19	shifted	negative
review_19	gears	negative
review_19	.	negative
review_19	Not	other
review_19	that	other
review_19	it	other
review_19	's	other
review_19	obtrusive	other
review_19	to	other
review_19	the	other
review_19	other	other
review_19	person	other
review_19	on	other
review_19	the	other
review_19	phone	other
review_19	,	other
review_19	it	other
review_19	's	other
review_19	just	other
review_19	good	other
review_19	to	other
review_19	be	other
review_19	aware	other
review_19	they	other
review_19	can	other
review_19	hear	other
review_19	it	other
review_19	all	other
review_19	.	other
review_19	What	positive
review_19	more	positive
review_19	to	positive
review_19	say	positive
review_19	about	positive
review_19	such	positive
review_19	a	positive
review_19	simple	positive
review_19	device	positive
review_19	.	positive
review_19	Form	positive
review_19	Fit	positive
review_19	and	positive
review_19	Function	positive
review_19	are	positive
review_19	all	positive
review_19	there	positive
review_19	and	positive
review_19	I	positive
review_19	would	positive
review_19	recommend	positive
review_19	this	positive
review_19	product	positive
review_19	.	positive
review_19	In	positive
review_19	fact	positive
review_19	,	positive
review_19	I	positive
review_19	just	positive
review_19	ordered	positive
review_19	another	positive
review_19	-	positive
review_19	it	positive
review_19	makes	positive
review_19	a	positive
review_19	great	positive
review_19	gift	positive
review_8	B000F7P7BK	other
review_8	:	other
review_8	basic_phone	other
review_8	:	other
review_8	darkness	other
review_8	B000F7P7BK	other
review_8	Net10	other
review_8	Motorola	other
review_8	Prepaid	other
review_8	Cellular	other
review_8	Phone	other
review_8	-	other
review_8	Blue	other
review_8	-LRB-	other
review_8	NTGC139	other
review_8	-RRB-	other
review_8	:	other
review_8	Cell	other
review_8	Phones	other
review_8	&	other
review_8	Service	other
review_8	cell	other
review_8	phones	other
review_8	&	other
review_8	service	other
review_8	4	other
review_8	of	other
review_8	4	other
review_8	4.0	other
review_8	Basic	other
review_8	Phone	other
review_8	October	other
review_8	29	other
review_8	,	other
review_8	2006	other
review_8	Darkness	other
review_8	SoCal	other
review_8	For	positive
review_8	the	positive
review_8	$	positive
review_8	50	positive
review_8	bucks	positive
review_8	you	positive
review_8	pay	positive
review_8	here	positive
review_8	,	positive
review_8	you	positive
review_8	get	positive
review_8	the	positive
review_8	phone	positive
review_8	plus	positive
review_8	300	positive
review_8	minutes	positive
review_8	of	positive
review_8	airtime	positive
review_8	.	positive
review_8	That	positive
review_8	's	positive
review_8	not	positive
review_8	a	positive
review_8	bad	positive
review_8	deal	negative_other_product
review_8	considering	negative_other_product
review_8	if	negative_other_product
review_8	you	negative_other_product
review_8	bought	negative_other_product
review_8	the	negative_other_product
review_8	phone	negative_other_product
review_8	itself	negative_other_product
review_8	elsewhere	negative_other_product
review_8	,	negative_other_product
review_8	it	negative_other_product
review_8	would	negative_other_product
review_8	be	negative_other_product
review_8	$	negative_other_product
review_8	20	negative_other_product
review_8	bucks	negative_other_product
review_8	,	negative_other_product
review_8	and	negative_other_product
review_8	buying	negative_other_product
review_8	the	negative_other_product
review_8	airtime	negative_other_product
review_8	separately	negative_other_product
review_8	would	negative_other_product
review_8	also	negative_other_product
review_8	total	negative_other_product
review_8	approximately	negative_other_product
review_8	$	negative_other_product
review_8	20	negative_other_product
review_8	some	negative_other_product
review_8	odd	negative_other_product
review_8	bucks	negative_other_product
review_8	or	negative_other_product
review_8	so	negative_other_product
review_8	.	negative_other_product
review_8	Plus	negative_other_product
review_8	tax	negative_other_product
review_8	.	negative_other_product
review_8	So	other
review_8	cost	other
review_8	works	other
review_8	about	other
review_8	to	other
review_8	be	other
review_8	about	other
review_8	the	other
review_8	same	other
review_8	.	other
review_8	Frankly	other
review_8	,	other
review_8	I	other
review_8	see	other
review_8	no	other
review_8	savings	other
review_8	to	other
review_8	buying	other
review_8	this	other
review_8	phone	other
review_8	on	other
review_8	this	other
review_8	site	other
review_8	versus	other
review_8	elsewhere	other
review_8	.	other
review_8	Regarding	positive
review_8	the	positive
review_8	sim	positive
review_8	card	positive
review_8	,	positive
review_8	I	positive
review_8	noticed	positive
review_8	nothing	positive
review_8	unusual	positive
review_8	or	positive
review_8	problematic	positive
review_8	about	positive
review_8	insertion	positive
review_8	.	positive
review_8	A	other
review_8	sim	other
review_8	card	other
review_8	is	other
review_8	a	other
review_8	delicate	other
review_8	silicon	other
review_8	apparatus	other
review_8	that	other
review_8	is	other
review_8	highly	other
review_8	susceptible	other
review_8	to	other
review_8	ESD	other
review_8	-	other
review_8	electro	other
review_8	static	other
review_8	discharge	other
review_8	-	other
review_8	just	other
review_8	like	other
review_8	computer	other
review_8	RAM	other
review_8	is	other
review_8	.	other
review_8	ESD	other
review_8	is	other
review_8	probably	other
review_8	the	other
review_8	primary	other
review_8	reason	other
review_8	why	other
review_8	so	other
review_8	many	other
review_8	reviewers	other
review_8	phones	other
review_8	here	other
review_8	have	other
review_8	failed	other
review_8	.	other
review_8	I	other
review_8	'd	other
review_8	bet	other
review_8	every	other
review_8	single	other
review_8	one	other
review_8	of	other
review_8	them	other
review_8	reside	other
review_8	in	other
review_8	geographical	other
review_8	locations	other
review_8	where	other
review_8	the	other
review_8	weather	other
review_8	is	other
review_8	cold	other
review_8	and	other
review_8	snows	other
review_8	.	other
review_8	Before	other
review_8	you	other
review_8	handle	other
review_8	the	other
review_8	sim	other
review_8	card	other
review_8	,	other
review_8	you	other
review_8	should	other
review_8	"	other
review_8	ground	other
review_8	"	other
review_8	yourself	other
review_8	by	other
review_8	touching	other
review_8	something	other
review_8	metal	other
review_8	.	other
review_8	Otherwise	other
review_8	you	other
review_8	run	other
review_8	the	other
review_8	risk	other
review_8	of	other
review_8	destroying	other
review_8	the	other
review_8	sim	other
review_8	card	other
review_8	with	other
review_8	ESD	other
review_8	.	other
review_8	The	positive
review_8	phone	positive
review_8	itself	positive
review_8	is	positive
review_8	OK	positive
review_8	.	positive
review_8	It	positive
review_8	's	positive
review_8	BASIC	positive
review_8	.	positive
review_8	Emphasis	other
review_8	on	other
review_8	the	other
review_8	basic	other
review_8	.	other
review_8	I	other
review_8	just	other
review_8	transferred	other
review_8	my	other
review_8	mobile	other
review_8	#	other
review_8	from	other
review_8	a	other
review_8	Motorola	other
review_8	V120c	other
review_8	and	other
review_8	notwithstanding	negative
review_8	the	negative
review_8	annoying	negative
review_8	20	negative
review_8	polyphonic	negative
review_8	ringtones	negative
review_8	on	negative
review_8	the	negative
review_8	c139	negative
review_8	,	other
review_8	about	positive
review_8	the	positive
review_8	only	positive
review_8	edge	positive
review_8	the	positive
review_8	c139	positive
review_8	has	positive
review_8	over	positive
review_8	the	positive
review_8	V120c	positive
review_8	is	positive
review_8	the	positive
review_8	color	positive
review_8	display	positive
review_8	.	positive
review_8	Please	negative
review_8	also	negative
review_8	note	negative
review_8	that	negative
review_8	c139	negative
review_8	does	negative
review_8	not	negative
review_8	have	negative
review_8	any	negative
review_8	kind	negative
review_8	of	negative
review_8	interface	negative
review_8	as	negative
review_8	to	negative
review_8	a	negative
review_8	pc	negative
review_8	so	negative
review_8	that	negative
review_8	means	negative
review_8	you	negative
review_8	are	negative
review_8	stuck	negative
review_8	with	negative
review_8	the	negative
review_8	bundled	negative
review_8	ringtones	negative
review_8	and	negative
review_8	the	negative
review_8	wallpaper	negative
review_8	.	negative
review_8	IMO	negative
review_8	,	negative
review_8	Motorola	negative
review_8	could	negative
review_8	have	negative
review_8	added	negative
review_8	a	negative
review_8	port	negative
review_8	to	negative
review_8	accomodate	negative
review_8	a	negative
review_8	USB	negative
review_8	interface	negative
review_8	to	negative
review_8	this	negative
review_8	model	negative
review_8	.	negative
review_8	It	negative
review_8	was	negative
review_8	short-sighted	negative
review_8	and	negative
review_8	just	negative
review_8	dumb	negative
review_8	not	negative
review_8	to	negative
review_8	considering	negative
review_8	the	negative
review_8	V120c	negative
review_8	-	negative
review_8	also	negative
review_8	in	negative
review_8	the	negative
review_8	same	negative
review_8	price	negative
review_8	range	negative
review_8	-	negative
review_8	has	negative
review_8	such	negative
review_8	a	negative
review_8	port	negative
review_8	.	negative
review_8	Voicemail	negative
review_8	is	negative
review_8	extremely	negative
review_8	problematic	negative
review_8	to	negative
review_8	set	negative
review_8	up	negative
review_8	at	negative
review_8	this	negative
review_8	time	negative
review_8	.	negative
review_8	I	negative
review_8	only	negative
review_8	just	negative
review_8	had	negative
review_8	the	negative
review_8	phone	negative
review_8	activated	negative
review_8	on	negative
review_8	this	negative
review_8	past	negative
review_8	Saturday	negative
review_8	-LRB-	negative
review_8	10/28/06	negative
review_8	-RRB-	negative
review_8	and	negative
review_8	it	negative
review_8	took	negative
review_8	over	negative
review_8	5	negative
review_8	hours	negative
review_8	for	negative
review_8	my	negative
review_8	number	negative
review_8	to	negative
review_8	be	negative
review_8	transferred	negative
review_8	over	negative
review_8	to	negative
review_8	the	negative
review_8	new	negative
review_8	phone	negative
review_8	.	negative
review_8	Also	other
review_8	,	other
review_8	it	other
review_8	is	other
review_8	an	other
review_8	entirely	other
review_8	new	other
review_8	network	other
review_8	.	other
review_8	In	other
review_8	Southern	other
review_8	California	other
review_8	,	other
review_8	the	other
review_8	network	other
review_8	this	other
review_8	model	other
review_8	TracFone	other
review_8	uses	other
review_8	is	other
review_8	Cingular	other
review_8	.	other
review_8	Suffice	negative
review_8	it	negative
review_8	to	negative
review_8	say	negative
review_8	,	negative
review_8	I	negative
review_8	followed	negative
review_8	all	negative
review_8	the	negative
review_8	instructions	negative
review_8	on	negative
review_8	the	negative
review_8	website	negative
review_8	explicitly	negative
review_8	,	negative
review_8	however	negative
review_8	Cingular	negative
review_8	just	negative
review_8	keeps	negative
review_8	regurgitating	negative
review_8	its	negative
review_8	canned	negative
review_8	message	negative
review_8	that	negative
review_8	it	negative
review_8	does	negative
review_8	n't	negative
review_8	recognize	negative
review_8	my	negative
review_8	number	negative
review_8	and	negative
review_8	to	negative
review_8	input	negative
review_8	my	negative
review_8	voicemail	negative
review_8	number	negative
review_8	.	negative
review_8	And	negative
review_8	around	negative
review_8	and	negative
review_8	around	negative
review_8	it	negative
review_8	goes	negative
review_8	.	negative
review_8	I	other
review_8	anticipate	other
review_8	nothing	other
review_8	but	other
review_8	problems	other
review_8	with	other
review_8	"	other
review_8	technical	other
review_8	support	other
review_8	"	other
review_8	when	other
review_8	I	other
review_8	contact	other
review_8	them	other
review_8	.	other
review_8	They	other
review_8	are	other
review_8	very	other
review_8	polite	other
review_8	as	other
review_8	customer	other
review_8	service	other
review_8	reps	other
review_8	,	other
review_8	however	other
review_8	they	other
review_8	can	other
review_8	barely	other
review_8	speak	other
review_8	or	other
review_8	understand	other
review_8	English	other
review_8	.	other
review_8	I	other
review_8	am	other
review_8	envisioning	other
review_8	hours	other
review_8	of	other
review_8	BS	other
review_8	with	other
review_8	the	other
review_8	call	other
review_8	I	other
review_8	have	other
review_8	to	other
review_8	make	other
review_8	because	other
review_8	past	other
review_8	experience	other
review_8	has	other
review_8	indicated	other
review_8	to	other
review_8	me	other
review_8	that	other
review_8	these	other
review_8	reps	other
review_8	are	other
review_8	not	other
review_8	technical	other
review_8	whatSOever	other
review_8	.	other
review_8	Note	other
review_8	to	other
review_8	Tracfone	other
review_8	:	other
review_8	Customer	other
review_8	service	other
review_8	reps	other
review_8	from	other
review_8	Mexico	other
review_8	who	other
review_8	can	other
review_8	barely	other
review_8	communicate	other
review_8	with	other
review_8	your	other
review_8	American	other
review_8	consumers	other
review_8	are	other
review_8	most	other
review_8	assuredly	other
review_8	NOT	other
review_8	TECH	other
review_8	SUPPORT	other
review_8	.	other
review_8	Also	negative
review_8	,	negative
review_8	I	negative
review_8	was	negative
review_8	n't	negative
review_8	overly	negative
review_8	impressed	negative
review_8	with	negative
review_8	the	negative
review_8	keypad	negative
review_8	where	negative
review_8	it	negative
review_8	concerns	negative
review_8	text	negative
review_8	messaging	negative
review_8	.	negative
review_8	The	positive_other_product
review_8	V120c	positive_other_product
review_8	is	positive_other_product
review_8	actually	positive_other_product
review_8	more	positive_other_product
review_8	intuitive	positive_other_product
review_8	.	positive_other_product
review_8	It	positive_other_product
review_8	's	positive_other_product
review_8	much	positive_other_product
review_8	easier	positive_other_product
review_8	to	positive_other_product
review_8	use	positive_other_product
review_8	.	positive_other_product
review_8	But	positive
review_8	the	positive
review_8	c139	positive
review_8	does	positive
review_8	have	positive
review_8	one	positive
review_8	advantage	positive
review_8	in	positive
review_8	this	positive
review_8	regard	positive
review_8	-	positive
review_8	text	positive
review_8	messages	positive
review_8	cost	positive
review_8	only	positive
review_8	0.3	positive
review_8	units	positive
review_8	versus	positive
review_8	on	positive
review_8	the	positive
review_8	V120c	positive
review_8	,	positive
review_8	TracFone	positive
review_8	was	positive
review_8	deducting	positive
review_8	0.5	positive
review_8	units	positive
review_8	for	positive
review_8	each	positive
review_8	incoming	positive
review_8	and	positive
review_8	outgoing	positive
review_8	text	positive
review_8	message	positive
review_8	.	positive
review_8	I	other
review_8	'm	other
review_8	not	other
review_8	sure	other
review_8	why	other
review_8	that	other
review_8	is	other
review_8	considering	other
review_8	the	other
review_8	deduction	other
review_8	of	other
review_8	units	other
review_8	has	other
review_8	zip	other
review_8	to	other
review_8	do	other
review_8	with	other
review_8	the	other
review_8	model	other
review_8	of	other
review_8	the	other
review_8	phone	other
review_8	.	other
review_8	It	other
review_8	should	other
review_8	be	other
review_8	one	other
review_8	uniform	other
review_8	deduction	other
review_8	across	other
review_8	the	other
review_8	board	other
review_8	.	other
review_8	Consumers	other
review_8	should	other
review_8	contact	other
review_8	TracFone	other
review_8	customer	other
review_8	service	other
review_8	and	other
review_8	inquire	other
review_8	about	other
review_8	this	other
review_8	phenomenon	other
review_8	.	other
review_8	Bottom	positive
review_8	line	positive
review_8	is	positive
review_8	that	positive
review_8	I	positive
review_8	would	positive
review_8	recommend	positive
review_8	this	positive
review_8	phone	positive
review_8	to	positive
review_8	anyone	positive
review_8	who	positive
review_8	is	positive
review_8	upgrading	positive
review_8	from	positive
review_8	a	positive
review_8	monochromatic	positive
review_8	LED	positive
review_8	phone	positive
review_8	and	positive
review_8	wants	positive
review_8	an	positive
review_8	\*	positive
review_8	inexpensive	positive
review_8	\*	positive
review_8	phone	positive
review_8	with	positive
review_8	a	positive
review_8	much	positive
review_8	easier	positive
review_8	on	positive
review_8	the	positive
review_8	eyes	positive
review_8	color	positive
review_8	display	positive
review_8	.	positive
review_8	Inexpensive	positive
review_8	as	positive
review_8	in	positive
review_8	you	positive
review_8	bought	positive
review_8	it	positive
review_8	from	positive
review_8	a	positive
review_8	retailer	positive
review_8	for	positive
review_8	$	positive
review_8	20	positive
review_8	bucks	positive
review_8	.	positive
review_8	But	negative
review_8	if	negative
review_8	you	negative
review_8	want	negative
review_8	pretty	negative
review_8	new	negative
review_8	ringtones	negative
review_8	and	negative
review_8	wallpaper	negative
review_8	,	negative
review_8	and	negative
review_8	a	negative
review_8	little	negative
review_8	more	negative
review_8	flexibility	negative
review_8	,	negative
review_8	then	negative
review_8	get	negative
review_8	yourself	negative
review_8	a	negative
review_8	Nokia	negative
review_8	2126	negative
review_8	.	negative
review_8	For	positive_other_product
review_8	the	positive_other_product
review_8	same	positive_other_product
review_8	money	positive_other_product
review_8	you	positive_other_product
review_8	spend	positive_other_product
review_8	here	positive_other_product
review_8	,	positive_other_product
review_8	the	positive_other_product
review_8	Nokia	positive_other_product
review_8	is	positive_other_product
review_8	a	positive_other_product
review_8	better	positive_other_product
review_8	phone	positive_other_product
review_8	.	negative
review_8	It	positive_other_product
review_8	has	positive_other_product
review_8	a	positive_other_product
review_8	USB	positive_other_product
review_8	port	positive_other_product
review_8	,	positive_other_product
review_8	a	positive_other_product
review_8	speakerphone	positive_other_product
review_8	,	positive_other_product
review_8	plus	positive_other_product
review_8	other	positive_other_product
review_8	extras	positive_other_product
review_8	.	positive_other_product
review_8	And	positive_other_product
review_8	you	positive_other_product
review_8	probably	positive_other_product
review_8	wo	positive_other_product
review_8	n't	positive_other_product
review_8	have	positive_other_product
review_8	any	positive_other_product
review_8	trouble	positive_other_product
review_8	setting	positive_other_product
review_8	up	positive_other_product
review_8	the	positive_other_product
review_8	voicemail	positive_other_product
review_8	either	positive_other_product
review_8	.	positive_other_product
review_9	B000JUZDYE	other
review_9	:	other
review_9	rugged	other
review_9	,	other
review_9	_	other
review_9	dependable_phone_plus_much_more	other
review_9	:	other
review_9	l	other
review_9	.	other
review_9	_	other
review_9	williams	other
review_9	B000JUZDYE	other
review_9	Sony	other
review_9	Ericsson	other
review_9	W710i	other
review_9	Performance	other
review_9	Graphite	other
review_9	Phone	other
review_9	-LRB-	other
review_9	Unlocked	other
review_9	-RRB-	other
review_9	:	other
review_9	Cell	other
review_9	Phones	other
review_9	&	other
review_9	Service	other
review_9	cell	other
review_9	phones	other
review_9	&	other
review_9	service	other
review_9	4	other
review_9	of	other
review_9	4	other
review_9	5.0	other
review_9	rugged	other
review_9	,	other
review_9	dependable	other
review_9	phone	other
review_9	plus	other
review_9	much	other
review_9	more	other
review_9	March	other
review_9	1	other
review_9	,	other
review_9	2007	other
review_9	L	other
review_9	.	other
review_9	Williams	other
review_9	Note	other
review_9	:	other
review_9	I	other
review_9	am	other
review_9	transitioning	other
review_9	from	other
review_9	using	other
review_9	the	other
review_9	Sony	other
review_9	Ericsson	other
review_9	P910i	other
review_9	smartphone	other
review_9	so	other
review_9	my	other
review_9	review	other
review_9	is	other
review_9	based	other
review_9	on	other
review_9	how	other
review_9	well	other
review_9	the	other
review_9	w710i	other
review_9	's	other
review_9	features	other
review_9	work	other
review_9	in	other
review_9	comparison	other
review_9	.	other
review_9	I	other
review_9	purchased	other
review_9	this	other
review_9	because	other
review_9	I	other
review_9	go	other
review_9	to	other
review_9	remote	other
review_9	areas	other
review_9	and	other
review_9	the	other
review_9	P910i	other
review_9	needs	other
review_9	heavy	other
review_9	bandwidth	other
review_9	in	other
review_9	order	other
review_9	for	other
review_9	the	other
review_9	phone	other
review_9	to	other
review_9	function	other
review_9	.	other
review_9	My	positive_other_product
review_9	son	positive_other_product
review_9	's	positive_other_product
review_9	Z500	positive_other_product
review_9	would	positive_other_product
review_9	work	positive_other_product
review_9	in	positive_other_product
review_9	areas	positive_other_product
review_9	my	other
review_9	p910i	other
review_9	would	other
review_9	not	other
